actividades nivel 5: 1456
valor total nivel 5 hoy: 226264209876

== A) EFECTO DE APLICAR EL PRECIO IDU 2026 DONDE HAY REFERENCIA ==
bandera	actividades	valor actual	delta si se aplica IDU
ok	183	13538025155	-987206760
ok (vs INSUMO: IDU es solo material)	26	180501395	105960297
REVISAR: MUY POR DEBAJO de IDU	78	7880978972	17118129745
REVISAR: MUY POR ENCIMA de IDU	126	19504625567	-15642637462
REVISAR: MUY POR ENCIMA de IDU (vs INSUMO: IDU es solo material)	9	7350098580	-7347436775
sin referencia	1034	177809980206	0

== B) MISMO NOMBRE, PRECIO DISTINTO (hay que unificar) ==
nombre	variantes	precios	precio IDU	bandera	propuesto	delta
grupos: 0 | delta total: 0

== C) FAMILIAS PARECIDAS CON PRECIO DISTINTO (revisar a mano) ==
familia	actividad	UM	VU libro	VU IDU	ratio	bandera	veces
indexacion ejecutar	INDEXACION POR EJECUTAR AÑO 2026 (ETAPA 09)	GL	555291529.37	0	0	sin referencia	1
indexacion ejecutar	INDEXACION POR EJECUTAR AÑO 2027 (GENERAL)	GL	1546351957	0	0	sin referencia	1
indexacion ejecutar	INDEXACION POR EJECUTAR AÑO 2027 (ETAPA 03)	GL	815915142.79	0	0	sin referencia	1
indexacion ejecutar	INDEXACION POR EJECUTAR AÑO 2027 (ETAPA 04)	GL	751826307.97	0	0	sin referencia	1
indexacion ejecutar	INDEXACION POR EJECUTAR AÑO 2027 (ETAPA 05)	GL	1377782113.81	0	0	sin referencia	1
indexacion ejecutar	INDEXACION POR EJECUTAR AÑO 2027 (ETAPA 07)	GL	48142893.26	0	0	sin referencia	1
indexacion ejecutar	INDEXACION POR EJECUTAR AÑO 2027 (ETAPA 08)	GL	1590157077.12	0	0	sin referencia	1
indexacion ejecutar	INDEXACION POR EJECUTAR AÑO 2027 (ETAPA 09)	GL	668994159.68	0	0	sin referencia	1
indexacion ejecutar	INDEXACION POR EJECUTAR AÑO 2028 (GENERAL)	GL	1765267708.44	0	0	sin referencia	1
indexacion ejecutar	INDEXACION POR EJECUTAR AÑO 2028 (ETAPA 04)	GL	858261728.71	0	0	sin referencia	1
indexacion ejecutar	INDEXACION POR EJECUTAR AÑO 2028 (ETAPA 05)	GL	1572833573.72	0	0	sin referencia	1
indexacion ejecutar	INDEXACION POR EJECUTAR AÑO 2028 (ETAPA 07)	GL	54958442.34	0	0	sin referencia	1
indexacion ejecutar	INDEXACION POR EJECUTAR AÑO 2028 (ETAPA 08)	GL	1815274282.73	0	0	sin referencia	1
indexacion ejecutar	INDEXACION POR EJECUTAR AÑO 2028 (ETAPA 09)	GL	763703102.56	0	0	sin referencia	1
indexacion ejecutar	INDEXACION POR EJECUTAR AÑO 2029 (GENERAL)	GL	2001282698.75	0	0	sin referencia	1
indexacion ejecutar	INDEXACION POR EJECUTAR AÑO 2029 (ETAPA 04)	GL	973010688.67	0	0	sin referencia	1
indexacion ejecutar	INDEXACION POR EJECUTAR AÑO 2029 (ETAPA 05)	GL	1783120262.19	0	0	sin referencia	1
indexacion ejecutar	INDEXACION POR EJECUTAR AÑO 2029 (ETAPA 07)	GL	62306345.54	0	0	sin referencia	1
indexacion ejecutar	INDEXACION POR EJECUTAR AÑO 2029 (ETAPA 08)	GL	2057975115.13	0	0	sin referencia	1
indexacion ejecutar	INDEXACION POR EJECUTAR AÑO 2029 (ETAPA 09)	GL	865809643.96	0	0	sin referencia	1
indexacion ejecutar	INDEXACION POR EJECUTAR AÑO 2030 (GENERAL)	GL	2260987718.88	0	0	sin referencia	1
indexacion ejecutar	INDEXACION POR EJECUTAR AÑO 2030 (ETAPA 04)	GL	1099277587.72	0	0	sin referencia	1
indexacion ejecutar	INDEXACION POR EJECUTAR AÑO 2030 (ETAPA 05)	GL	2014514499.43	0	0	sin referencia	1
indexacion ejecutar	INDEXACION POR EJECUTAR AÑO 2030 (ETAPA 07)	GL	70391795.3	0	0	sin referencia	1
indexacion ejecutar	INDEXACION POR EJECUTAR AÑO 2030 (ETAPA 08)	GL	2325037069.46	0	0	sin referencia	1
indexacion ejecutar	INDEXACION POR EJECUTAR AÑO 2030 (ETAPA 09)	GL	978165140.34	0	0	sin referencia	1
interventoria hon	INTERVENTORIA + HON + REEMB SUBETAPA 1	%	12700139793.85	0	0	sin referencia	1
interventoria hon	INTERVENTORIA + HON + REEMB SUBETAPA 2	%	3665203923.61	0	0	sin referencia	1
interventoria hon	INTERVENTORIA + HON + REEMB SUBETAPA 3	%	1733118405.57	0	0	sin referencia	1
interventoria hon	INTERVENTORIA + HON + REEMB SUBETAPA 3A	%	195447152.15	0	0	sin referencia	1
interventoria hon	INTERVENTORIA + HON + REEMB SUBETAPA 3B	%	2410679445.07	0	0	sin referencia	1
interventoria hon	INTERVENTORIA + HON + REEMB SUBETAPA 4	%	801751985.66	0	0	sin referencia	1
interventoria hon	INTERVENTORIA + HON + REEMB SUBETAPA 4A	%	410984926.96	0	0	sin referencia	1
interventoria hon	INTERVENTORIA + HON + REEMB SUBETAPA 4B	%	1387833434.34	0	0	sin referencia	1
interventoria hon	INTERVENTORIA + HON + REEMB SUBETAPA 4C	%	195223463.77	0	0	sin referencia	1
interventoria hon	INTERVENTORIA + HON + REEMB SUBETAPA 4D	%	115374134.61	0	0	sin referencia	1
interventoria hon	INTERVENTORIA + HON + REEMB SUBETAPA 4E	%	10913390535.84	0	0	sin referencia	1
interventoria hon	INTERVENTORIA + HON + REEMB SUBETAPA 4F	%	528064742.65	0	0	sin referencia	1
interventoria hon	INTERVENTORIA + HON + REEMB SUBETAPA 5	%	351491589	0	0	sin referencia	1
interventoria hon	INTERVENTORIA + HON + REEMB SUBETAPA 5A	%	1427427914.61	0	0	sin referencia	1
interventoria hon	INTERVENTORIA + HON + REEMB SUBETAPA 5B	%	266776874.69	0	0	sin referencia	1
interventoria hon	INTERVENTORIA + HON + REEMB SUBETAPA 5C	%	301431583.46	0	0	sin referencia	1
interventoria hon	INTERVENTORIA + HON + REEMB SUBETAPA 5D	%	512579428.99	0	0	sin referencia	1
interventoria hon	INTERVENTORIA + HON + REEMB SUBETAPA 5E	%	1099229718.15	0	0	sin referencia	1
interventoria hon	INTERVENTORIA + HON + REEMB SUBETAPA 5F	%	330894660.52	0	0	sin referencia	1
interventoria hon	INTERVENTORIA + HON + REEMB SUBETAPA 5G	%	1056202179.71	0	0	sin referencia	1
interventoria hon	INTERVENTORIA + HON + REEMB SUBETAPA 7	%	4088359645.87	0	0	sin referencia	1
interventoria hon	INTERVENTORIA + HON + REEMB SUBETAPA 8	%	4146250347.13	0	0	sin referencia	1
interventoria hon	INTERVENTORIA + HON + REEMB SUBETAPA 8A	%	1909929188.63	0	0	sin referencia	1
interventoria hon	INTERVENTORIA + HON + REEMB SUBETAPA 8B	%	1426172944.99	0	0	sin referencia	1
interventoria hon	INTERVENTORIA + HON + REEMB SUBETAPA 8C	%	1308643446.73	0	0	sin referencia	1
interventoria hon	INTERVENTORIA + HON + REEMB SUBETAPA 8D	%	343041214.91	0	0	sin referencia	1
interventoria hon	INTERVENTORIA + HON + REEMB SUBETAPA 9	%	694632480.57	0	0	sin referencia	1
interventoria hon	INTERVENTORIA + HON + REEMB SUBETAPA 9A	%	1120996984.53	0	0	sin referencia	1
interventoria hon	INTERVENTORIA + HON + REEMB SUBETAPA 9B	%	1038040215.43	0	0	sin referencia	1
interventoria hon	INTERVENTORIA + HON + REEMB SUBETAPA 9C	%	904201859.64	0	0	sin referencia	1
interventoria hon	INTERVENTORIA + HON + REEMB SUBETAPA 9D	%	1177106284.75	0	0	sin referencia	1
interventoria hon	INTERVENTORIA + HON + REEMB SUBETAPA 9E	%	0	0	0	sin referencia	1
interventoria hon	INTERVENTORIA + HON + REEMB GENERAL	%	85426423857.6	0	0	sin referencia	1
linea continua	Línea continua de color amarillo - Pintura de dos componentes metil metacrilato (a=0,12m)	ML	8845.38	0	0	sin referencia	1
linea continua	Línea continua de color amarillo - Pintura de dos componentes metil metacrilato (a=0,15m)	ML	10083.74	0	0	sin referencia	1
linea continua	Línea continua de color blanco - Pintura de dos componentes metil metacrilato (a=0,12m)	ML	8845.38	0	0	sin referencia	1
linea continua	Línea continua de color blanco para ciclorruta - Pintura acrílica (a=0,10m)	ML	2176.24	0	0	sin referencia	1
linea discontinua	Línea discontinua de color amarillo para ciclorruta 1m x 2m - Pintura acrílica (a=0,10m)	ML	725.41	0	0	sin referencia	1
linea discontinua	Línea discontinua de color blanco 1m x 1m - Pintura de dos componentes metil metacrilato (a=0,20m)	ML	6722.49	0	0	sin referencia	1
linea discontinua	Línea discontinua de color blanco 3m x 5m - Pintura de dos componentes metil metacrilato (a=0,12m)	ML	3317.02	0	0	sin referencia	1
linea pare	Línea de Pare - Pintura acrílica (a=0,2m)	M2	27799.77	0	0	sin referencia	1
linea pare	Línea de Pare - Pintura de dos componentes metil metacrilato (a=0,6m)	M2	73290.31	0	0	sin referencia	1
mat concreto	MAT - Concreto pobre 1500 psi	M3	422463	0	0	sin referencia	3
mat concreto	MAT - Concreto industrializado 4000 psi	M3	650000	795461	0.82	ok	3
mat concreto	MAT - Concreto tremie 4000 psi	M3	780000	2020021	0.39	REVISAR: MUY POR DEBAJO de IDU	1
obras preliminares	Obras preliminares generales SUBETAPA 1	%	12270666467.49	0	0	sin referencia	1
obras preliminares	Obras preliminares generales SUBETAPA 2	%	3541259829.57	0	0	sin referencia	1
obras preliminares	Obras preliminares generales SUBETAPA 3	%	1674510536.78	0	0	sin referencia	1
obras preliminares	Obras preliminares generales SUBETAPA 3A	%	188837828.16	0	0	sin referencia	1
obras preliminares	Obras preliminares generales SUBETAPA 3B	%	2329158884.13	0	0	sin referencia	1
obras preliminares	Obras preliminares generales SUBETAPA 4	%	774639599.67	0	0	sin referencia	1
obras preliminares	Obras preliminares generales SUBETAPA 4A	%	397086885.95	0	0	sin referencia	1
obras preliminares	Obras preliminares generales SUBETAPA 4B	%	1340901868.93	0	0	sin referencia	1
obras preliminares	Obras preliminares generales SUBETAPA 4C	%	188621704.13	0	0	sin referencia	1
obras preliminares	Obras preliminares generales SUBETAPA 4D	%	111472593.82	0	0	sin referencia	1
obras preliminares	Obras preliminares generales SUBETAPA 4E	%	10544338681.97	0	0	sin referencia	1
obras preliminares	Obras preliminares generales SUBETAPA 4F	%	510207480.82	0	0	sin referencia	1
obras preliminares	Obras preliminares generales SUBETAPA 5	%	339605400	0	0	sin referencia	1
obras preliminares	Obras preliminares generales SUBETAPA 5A	%	1379157405.42	0	0	sin referencia	1
obras preliminares	Obras preliminares generales SUBETAPA 5B	%	257755434.48	0	0	sin referencia	1
obras preliminares	Obras preliminares generales SUBETAPA 5C	%	291238244.89	0	0	sin referencia	1
obras preliminares	Obras preliminares generales SUBETAPA 5D	%	495245825.11	0	0	sin referencia	1
obras preliminares	Obras preliminares generales SUBETAPA 5E	%	1062057698.7	0	0	sin referencia	1
obras preliminares	Obras preliminares generales SUBETAPA 5F	%	319704986.01	0	0	sin referencia	1
obras preliminares	Obras preliminares generales SUBETAPA 5G	%	1020485197.78	0	0	sin referencia	1
obras preliminares	Obras preliminares generales SUBETAPA 6	%	1634734309.17	0	0	sin referencia	1
obras preliminares	Obras preliminares generales SUBETAPA 7	%	3950105938.04	0	0	sin referencia	1
obras preliminares	Obras preliminares generales SUBETAPA 8	%	4006038982.74	0	0	sin referencia	1
obras preliminares	Obras preliminares generales SUBETAPA 8A	%	1845342211.24	0	0	sin referencia	1
obras preliminares	Obras preliminares generales SUBETAPA 8B	%	1377944874.38	0	0	sin referencia	1
obras preliminares	Obras preliminares generales SUBETAPA 8C	%	1264389803.6	0	0	sin referencia	1
obras preliminares	Obras preliminares generales SUBETAPA 8D	%	331440787.35	0	0	sin referencia	1
obras preliminares	Obras preliminares generales SUBETAPA 9	%	671142493.3	0	0	sin referencia	1
obras preliminares	Obras preliminares generales SUBETAPA 9A	%	1083088873.94	0	0	sin referencia	1
obras preliminares	Obras preliminares generales SUBETAPA 9B	%	1002937406.21	0	0	sin referencia	1
obras preliminares	Obras preliminares generales SUBETAPA 9C	%	873624985.16	0	0	sin referencia	1
obras preliminares	Obras preliminares generales SUBETAPA 9D	%	1137300758.21	0	0	sin referencia	1
obras preliminares	Obras preliminares generales SUBETAPA 9E	%	0	0	0	sin referencia	1
obras preliminares	Obras preliminares generales GENERAL	%	82537607591.89	0	0	sin referencia	1
operacion ptar	OPERACIÓN PTAR (AGOSTO 2023 - AGOSTO 2024)	AÑO	258634835	0	0	sin referencia	1
operacion ptar	OPERACIÓN PTAR (AGOSTO 2024 - AGOSTO 2025)	AÑO	300000000	0	0	sin referencia	1
operacion ptar	OPERACIÓN PTAR (AGOSTO 2025 - AGOSTO 2026)	AÑO	300000000	0	0	sin referencia	1
operacion ptar	OPERACIÓN PTAR (AGOSTO 2026 - AGOSTO 2027)	AÑO	300000000	0	0	sin referencia	1
operacion ptar	OPERACIÓN PTAR (AGOSTO 2027 - AGOSTO 2028)	AÑO	300000000	0	0	sin referencia	1
operacion ptar	OPERACIÓN PTAR (AGOSTO 2028 - AGOSTO 2029)	AÑO	300000000	0	0	sin referencia	1
pieza remate	Suministro pieza remate A-105 para rampa	UN	95000	102699	0.93	ok	1
pieza remate	M.O. instalación pieza remate A-105	UN	48000	102699	0.47	ok	1
plan gestion	PLAN DE GESTION URBANA (PGU) SUBETAPA 1	%	12700139793.85	0	0	sin referencia	1
plan gestion	PLAN DE GESTION URBANA (PGU) SUBETAPA 2	%	3665203923.61	0	0	sin referencia	1
plan gestion	PLAN DE GESTION URBANA (PGU) SUBETAPA 3	%	1733118405.57	0	0	sin referencia	1
plan gestion	PLAN DE GESTION URBANA (PGU) SUBETAPA 3A	%	195447152.15	0	0	sin referencia	1
plan gestion	PLAN DE GESTION URBANA (PGU) SUBETAPA 3B	%	2410679445.07	0	0	sin referencia	1
plan gestion	PLAN DE GESTION URBANA (PGU) SUBETAPA 4	%	801751985.66	0	0	sin referencia	1
plan gestion	PLAN DE GESTION URBANA (PGU) SUBETAPA 4A	%	410984926.96	0	0	sin referencia	1
plan gestion	PLAN DE GESTION URBANA (PGU) SUBETAPA 4B	%	1387833434.34	0	0	sin referencia	1
plan gestion	PLAN DE GESTION URBANA (PGU) SUBETAPA 4C	%	195223463.77	0	0	sin referencia	1
plan gestion	PLAN DE GESTION URBANA (PGU) SUBETAPA 4D	%	115374134.61	0	0	sin referencia	1
plan gestion	PLAN DE GESTION URBANA (PGU) SUBETAPA 4E	%	10913390535.84	0	0	sin referencia	1
plan gestion	PLAN DE GESTION URBANA (PGU) SUBETAPA 4F	%	528064742.65	0	0	sin referencia	1
plan gestion	PLAN DE GESTION URBANA (PGU) SUBETAPA 5	%	351491589	0	0	sin referencia	1
plan gestion	PLAN DE GESTION URBANA (PGU) SUBETAPA 5A	%	1427427914.61	0	0	sin referencia	1
plan gestion	PLAN DE GESTION URBANA (PGU) SUBETAPA 5B	%	266776874.69	0	0	sin referencia	1
plan gestion	PLAN DE GESTION URBANA (PGU) SUBETAPA 5C	%	301431583.46	0	0	sin referencia	1
plan gestion	PLAN DE GESTION URBANA (PGU) SUBETAPA 5D	%	512579428.99	0	0	sin referencia	1
plan gestion	PLAN DE GESTION URBANA (PGU) SUBETAPA 5E	%	1099229718.15	0	0	sin referencia	1
plan gestion	PLAN DE GESTION URBANA (PGU) SUBETAPA 5F	%	330894660.52	0	0	sin referencia	1
plan gestion	PLAN DE GESTION URBANA (PGU) SUBETAPA 5G	%	1056202179.71	0	0	sin referencia	1
plan gestion	PLAN DE GESTION URBANA (PGU) SUBETAPA 7	%	4088359645.87	0	0	sin referencia	1
plan gestion	PLAN DE GESTION URBANA (PGU) SUBETAPA 8	%	4146250347.13	0	0	sin referencia	1
plan gestion	PLAN DE GESTION URBANA (PGU) SUBETAPA 8A	%	1909929188.63	0	0	sin referencia	1
plan gestion	PLAN DE GESTION URBANA (PGU) SUBETAPA 8B	%	1426172944.99	0	0	sin referencia	1
plan gestion	PLAN DE GESTION URBANA (PGU) SUBETAPA 8C	%	1308643446.73	0	0	sin referencia	1
plan gestion	PLAN DE GESTION URBANA (PGU) SUBETAPA 8D	%	343041214.91	0	0	sin referencia	1
plan gestion	PLAN DE GESTION URBANA (PGU) SUBETAPA 9	%	694632480.57	0	0	sin referencia	1
plan gestion	PLAN DE GESTION URBANA (PGU) SUBETAPA 9A	%	1120996984.53	0	0	sin referencia	1
plan gestion	PLAN DE GESTION URBANA (PGU) SUBETAPA 9B	%	1038040215.43	0	0	sin referencia	1
plan gestion	PLAN DE GESTION URBANA (PGU) SUBETAPA 9C	%	904201859.64	0	0	sin referencia	1
plan gestion	PLAN DE GESTION URBANA (PGU) SUBETAPA 9D	%	1177106284.75	0	0	sin referencia	1
plan gestion	PLAN DE GESTION URBANA (PGU) SUBETAPA 9E	%	0	0	0	sin referencia	1
pmt subetapa	PMT - SUBETAPA 1	%	12700139793.85	0	0	sin referencia	1
pmt subetapa	PMT - SUBETAPA 2	%	3665203923.61	0	0	sin referencia	1
pmt subetapa	PMT - SUBETAPA 3	%	1733118405.57	0	0	sin referencia	1
pmt subetapa	PMT - SUBETAPA 3A	%	195447152.15	0	0	sin referencia	1
pmt subetapa	PMT - SUBETAPA 3B	%	2410679445.07	0	0	sin referencia	1
pmt subetapa	PMT - SUBETAPA 4	%	801751985.66	0	0	sin referencia	1
pmt subetapa	PMT - SUBETAPA 4A	%	410984926.96	0	0	sin referencia	1
pmt subetapa	PMT - SUBETAPA 4B	%	1387833434.34	0	0	sin referencia	1
pmt subetapa	PMT - SUBETAPA 4C	%	195223463.77	0	0	sin referencia	1
pmt subetapa	PMT - SUBETAPA 4D	%	115374134.61	0	0	sin referencia	1
pmt subetapa	PMT - SUBETAPA 4E	%	10913390535.84	0	0	sin referencia	1
pmt subetapa	PMT - SUBETAPA 4F	%	528064742.65	0	0	sin referencia	1
pmt subetapa	PMT - SUBETAPA 5	%	351491589	0	0	sin referencia	1
pmt subetapa	PMT - SUBETAPA 5A	%	1427427914.61	0	0	sin referencia	1
pmt subetapa	PMT - SUBETAPA 5B	%	266776874.69	0	0	sin referencia	1
pmt subetapa	PMT - SUBETAPA 5C	%	301431583.46	0	0	sin referencia	1
pmt subetapa	PMT - SUBETAPA 5D	%	512579428.99	0	0	sin referencia	1
pmt subetapa	PMT - SUBETAPA 5E	%	1099229718.15	0	0	sin referencia	1
pmt subetapa	PMT - SUBETAPA 5F	%	330894660.52	0	0	sin referencia	1
pmt subetapa	PMT - SUBETAPA 5G	%	1056202179.71	0	0	sin referencia	1
pmt subetapa	PMT - SUBETAPA 7	%	4088359645.87	0	0	sin referencia	1
pmt subetapa	PMT - SUBETAPA 8	%	4146250347.13	0	0	sin referencia	1
pmt subetapa	PMT - SUBETAPA 8A	%	1909929188.63	0	0	sin referencia	1
pmt subetapa	PMT - SUBETAPA 8B	%	1426172944.99	0	0	sin referencia	1
pmt subetapa	PMT - SUBETAPA 8C	%	1308643446.73	0	0	sin referencia	1
pmt subetapa	PMT - SUBETAPA 8D	%	343041214.91	0	0	sin referencia	1
pmt subetapa	PMT - SUBETAPA 9	%	694632480.57	0	0	sin referencia	1
pmt subetapa	PMT - SUBETAPA 9A	%	1120996984.53	0	0	sin referencia	1
pmt subetapa	PMT - SUBETAPA 9B	%	1038040215.43	0	0	sin referencia	1
pmt subetapa	PMT - SUBETAPA 9C	%	904201859.64	0	0	sin referencia	1
pmt subetapa	PMT - SUBETAPA 9D	%	1177106284.75	0	0	sin referencia	1
pmt subetapa	PMT - SUBETAPA 9E	%	0	0	0	sin referencia	1
poste concreto	Suministro e instalación poste de concreto 10 m. Tipo recto AP  (Incluye ahoyada, hincada y plomada)	UN	2071401.96	0	0	sin referencia	1
poste concreto	Suministro e instalación poste de concreto 12 m. Tipo recto AP  (Incluye ahoyada, hincada y plomada)	UN	2478929.42	0	0	sin referencia	1
poste concreto	Suministro e instalación poste de concreto 14 m. Tipo recto AP  (Incluye ahoyada, hincada y plomada)	UN	3500000	0	0	sin referencia	1
reduccion concentrica	Reducción concéntrica Ø4" × Ø2"	UN	822560	234394	3.51	REVISAR: MUY POR ENCIMA de IDU	1
reduccion concentrica	Reducción concéntrica Ø4" × Ø3"	UN	1005940	282870	3.56	REVISAR: MUY POR ENCIMA de IDU	1
reduccion concentrica	Reducción concéntrica Ø6" × Ø2"	UN	1195680	536004	2.23	REVISAR: MUY POR ENCIMA de IDU	1
reduccion concentrica	Reducción concéntrica Ø6" × Ø4"	UN	1598480	560019	2.85	REVISAR: MUY POR ENCIMA de IDU	1
reduccion concentrica	Reducción concéntrica Ø8" × Ø4"	UN	2026720	282870	7.16	REVISAR: MUY POR ENCIMA de IDU	1
reduccion concentrica	Reducción concéntrica Ø8" × Ø6"	UN	2476160	803555	3.08	REVISAR: MUY POR ENCIMA de IDU	1
reduccion concentrica	Reducción concéntrica Ø12" × Ø8"	UN	3936840	1748855	2.25	REVISAR: MUY POR ENCIMA de IDU	1
relleno arena	Relleno en arena peña	M3	110000	182185	0.6	ok	5
relleno arena	Relleno en arena limpia para protección de ductos	M3	267915	0	0	sin referencia	1
relleno arena	RELLENO EN ARENA DE PEÑA	M3	110000	182185	0.6	ok	1
relleno material	Relleno con material seleccionado B-200	M3	101915.14	230522	0.44	REVISAR: MUY POR DEBAJO de IDU	2
relleno material	Relleno Material seleccionado(montañas)	M3	67000	48122	1.39	ok	2
relleno material	Relleno con material seleccionado de excavación	M3	23203.01	48122	0.48	ok	3
relleno material	Relleno con material orgánico para bioretenedor	M3	100000	0	0	sin referencia	1
relleno recebo	Relleno en recebo b400	M3	107000	0	0	sin referencia	5
relleno recebo	RELLENO EN RECEBO B-200	M3	110000	0	0	sin referencia	1
senal vertical	Señal vertical (0,60mx0,60m)	UN	650076.61	514697	1.26	ok	1
senal vertical	Señal vertical ciclorruta doble (0,45m x 0,45m)	UN	800296.48	797760	1	ok	1
senal vertical	Señal vertical ciclorruta sencilla "Fin ciclorruta"	UN	656243.11	0	0	sin referencia	1
senal vertical	Señal vertical ciclorruta sencilla "Inicio ciclorruta"	UN	656243.11	0	0	sin referencia	1
senal vertical	Señal vertical ciclorruta sencilla (0,45m x 0,45m)	UN	656243.11	797760	0.82	ok	1
senal vertical	Señal vertical SP-46A / SR-30	UN	888750.3	434882	2.04	ok	1
senal vertical	Señal vertical SPB-03	UN	656243.11	0	0	sin referencia	1
senal vertical	Señal vertical SPB-04	UN	656243.11	0	0	sin referencia	1
senal vertical	Señal vertical SPC-01 / SPC-01	UN	800296.48	599695	1.33	ok	1
senal vertical	Señal vertical SPC-01 / SRC-01	UN	800296.48	0	0	sin referencia	1
senal vertical	Señal vertical ubicación de cruce ciclistas SP-59A	UN	765134.42	0	0	sin referencia	1
senal vertical	Señal vertical ubicación de cruce peatonal SP-46	UN	765134.42	0	0	sin referencia	1
senal vertical	Señal vertical ubicación de cruce peatonal SP-46B	UN	800633.44	0	0	sin referencia	1
tee 12	Tee Ø12" × Ø4"	UN	1992800	4865148	0.41	REVISAR: MUY POR DEBAJO de IDU	1
tee 12	Tee Ø12" × Ø6"	UN	2129540	2308600	0.92	ok (vs INSUMO: IDU es solo material)	1
tee 12	Tee Ø12" × Ø8"	UN	2268400	2778650	0.82	ok (vs INSUMO: IDU es solo material)	1
tee 12	Tee Ø12" × Ø12"	UN	2550360	5065423	0.5	ok	1
tee 6	Tee Ø6" × Ø1"	UN	754720	2042131	0.37	REVISAR: MUY POR DEBAJO de IDU	1
tee 6	Tee Ø6" × Ø2"	UN	809840	758258	1.07	ok	1
tee 6	Tee Ø6" × Ø4"	UN	921140	1926775	0.48	ok	1
tee 6	Tee Ø6" × Ø6"	UN	1035620	752605	1.38	ok	1
tee 8	Tee Ø8" × Ø2"	UN	1136320	1117192	1.02	ok	1
tee 8	Tee Ø8" × Ø4"	UN	1257160	3234266	0.39	REVISAR: MUY POR DEBAJO de IDU	1
tee 8	Tee Ø8" × Ø6"	UN	1380120	3309710	0.42	REVISAR: MUY POR DEBAJO de IDU	1
tee 8	Tee Ø8" × Ø8"	UN	1505200	3384809	0.44	REVISAR: MUY POR DEBAJO de IDU	1
tendido conexionado	Tendido, conexionado e identificación cable 3x120 mm² Al XLPE 15 kV	ML	53000	229288	0.23	REVISAR: MUY POR DEBAJO de IDU	1
tendido conexionado	Tendido, conexionado e identificación cable 3x185 mm² Al XLPE 15 kV	ML	68377	229288	0.3	REVISAR: MUY POR DEBAJO de IDU	1
tendido conexionado	Tendido, conexionado e identificación cable 3x240 mm² Al XLPE 15 kV	ML	84800	229288	0.37	REVISAR: MUY POR DEBAJO de IDU	1
transformador trifasico	Suministro e instalación transformador trifásico tipo aceite 30 kVA, 11,4 kV / 208-120 V	UN	42400000	6694730	6.33	REVISAR: MUY POR ENCIMA de IDU	1
transformador trifasico	Suministro e instalación transformador trifásico tipo aceite 45 kVA, 11,4 kV / 208-120 V	UN	46640000	6694730	6.97	REVISAR: MUY POR ENCIMA de IDU	1
transformador trifasico	Suministro e instalación transformador trifásico tipo aceite 112,5 kVA, 11,4 kV / 208-120 V	UN	58300000	6694730	8.71	REVISAR: MUY POR ENCIMA de IDU	1
transformador trifasico	Suministro e instalación transformador trifásico tipo aceite 150 kVA, 11,4 kV / 208-120 V	UN	65720000	14133951	4.65	REVISAR: MUY POR ENCIMA de IDU	1
transformador trifasico	Suministro e instalación transformador trifásico tipo aceite 225 kVA, 11,4 kV / 208-120 V	UN	79500000	61785163	1.29	ok	1
transformador trifasico	Suministro e instalación transformador trifásico tipo aceite 300 kVA, 11,4 kV / 208-120 V	UN	90100000	6694730	13.46	REVISAR: MUY POR ENCIMA de IDU	1
transformador trifasico	Suministro e instalación transformador trifásico tipo aceite 400 kVA, 11,4 kV / 208-120 V	UN	106000000	6694730	15.83	REVISAR: MUY POR ENCIMA de IDU	1
transformador trifasico	Suministro e instalación transformador trifásico tipo aceite 500 kVA, 11,4 kV / 208-120 V	UN	127200000	6694730	19	REVISAR: MUY POR ENCIMA de IDU	1
transformador trifasico	Suministro e instalación transformador trifásico tipo aceite 630 kVA, 11,4 kV / 208-120 V	UN	153700000	6694730	22.96	REVISAR: MUY POR ENCIMA de IDU	1
transporte disposicion	Transporte y disposición final de sobrantes	M3	106000	530446	0.2	REVISAR: MUY POR DEBAJO de IDU	1
transporte disposicion	Transporte y disposición final de escombros (21 km)	M3	138498.03	355050	0.2	REVISAR: MUY POR DEBAJO de IDU	1
tuberia concreto	Instalación de tubería de concreto reforzado mediante tecnología sin zanja Pipe Jacking de DI 900mm	ML	3334353	0	0	sin referencia	1
tuberia concreto	Suministro de tubería de concreto reforzado DI 900mm tipo Pipe Jacking	ML	1682020	0	0	sin referencia	1
tuberia concreto	Instalación de tubería de concreto reforzado mediante tecnología sin zanja Pipe Jacking de DI 30"	ML	3334353	0	0	sin referencia	1
tuberia concreto	Suministro de tubería de concreto reforzado DI 30" tipo Pipe Jacking	ML	1682020	1478460	1.14	ok	1
tuberia grp	Suministro de Tubería GRP 92"	ML	8710876.02	438466	19.87	REVISAR: MUY POR ENCIMA de IDU	1
tuberia grp	Suministro de Tubería GRP 48"	ML	2366186.81	438466	5.4	REVISAR: MUY POR ENCIMA de IDU	1
tuberia novafor	Suministro tuberia novafor 315 mm 6"- 6 mts	UN	941853	0	0	sin referencia	5
tuberia novafor	Suministro tuberia novafor 250 mm 8"- 6 mts	UN	654547	0	0	sin referencia	1
tuberia novafor	Suministro tuberia novafor 315 mm 4"- 6 mts	UN	941853	0	0	sin referencia	1
uniones grp	Uniones GRP para tuberia de 48"	UN	1247108.42	0	0	sin referencia	1
uniones grp	Uniones GRP para tuberia de 92"	UN	2810416.4	0	0	sin referencia	1
